0.138983,自首:0.083057 三子:0.076468 明日:0.025194 學生:0.021366 明天:0.018922 撤離:0.016989 戴耀廷:0.015074 呼籲:0.014035 朱耀明:0.013660 發起人:0.012361
0.0962942,絕食:0.065371 之鋒:0.032804 政改:0.029333 政府:0.028500 重啟:0.027792 對話:0.023683 學民:0.020046 成員:0.017700 思潮:0.017603 要求:0.016700
0.0853834,绝食:0.032735 学民:0.029541 思潮:0.025737 升级:0.021354 行动:0.020806 12:0.018160 黄之锋:0.017143 运动:0.016908 宣布:0.015624 学联:0.015045
0.074724,行動:0.024237 雙學:0.017869 清場:0.017279 失敗:0.016385 升級:0.014811 警方:0.013898 政府:0.012879 包圍:0.012539 金鐘:0.011645 警察:0.010947
0.0696123,自首:0.047058 三子:0.035519 行动:0.035078 发起人:0.027916 警方:0.026764 占领:0.025190 运动:0.020505 撤离:0.018489 宣布:0.017702 66:0.016281
0.052897,示威者:0.025691 中国:0.017986 政府:0.017279 冲突:0.013793 希望:0.013136 学生:0.013035 问题:0.012807 北京:0.012151 和平:0.011064 美国国务院:0.010938
0.0514954,警方:0.025455 示威者:0.020836 冲突:0.013571 报道:0.011651 爆发:0.010301 总部:0.009783 非法:0.009705 政府:0.009549 金钟:0.009523 12:0.009523
0.0447226,市民:0.014638 表示:0.009739 已經:0.009261 清場:0.008962 呼籲:0.008843 爭取:0.008753 人士:0.008424 警方:0.007737 民主:0.007648 付出:0.007618
0.0405016,旺角:0.022957 市民:0.020648 現場:0.020615 街道:0.017053 PM:0.015601 10:0.013292 清場:0.008114 金鐘:0.007586 9wu:0.007223 群眾:0.006762
0.0387817,中國:0.021356 英國:0.018600 選票:0.012848 台灣:0.012331 太陽:0.010023 北京:0.009920 調查:0.009472 拒絕:0.009162 擴大:0.008783 辯論:0.008611
0.0387095,中共:0.016530 挑戰:0.015943 北京:0.015667 直接:0.015322 政府:0.015253 統治:0.015253 一黨:0.015184 舉動:0.014839 英國:0.014563 大樓:0.014114
0.0378482,朋友:0.024635 知道:0.019129 兩個:0.019023 台灣:0.016023 民主:0.014894 一直:0.012353 抗議:0.010200 相信:0.009988 發生:0.009917 網絡:0.009494
0.0344751,市民:0.010964 清場:0.010809 六四:0.010731 示威者:0.010150 警察:0.010112 留下:0.009685 學生:0.009569 警員:0.008833 警方:0.008484 流血犧牲:0.007167
0.0323647,2014:0.025625 02:0.019807 Dec:0.018981 Tue:0.018569 0800:0.018321 三子:0.010522 旺角:0.010522 警方:0.007964 影響:0.007758 18:0.007345
0.0296978,喝水:0.030980 第一:0.027068 中医:0.021043 养生:0.019874 补阴:0.014613 养阴:0.014613 滋阴:0.014613 生津:0.014613 水能:0.014029 认为:0.013759
0.0288338,習近平:0.018153 台灣:0.016717 中國:0.015652 历史:0.014772 市民:0.014217 選舉:0.013707 抗争:0.013244 艺术:0.012735 記者:0.011438 地方:0.011346
0.0271834,非法:0.017829 警察:0.014538 实行:0.013409 资本主义:0.013359 示威:0.011640 警员:0.010314 和平:0.010118 東網:0.009578 現場直播:0.008988 地方:0.008399
0.026504,抗命:0.021458 長期:0.018688 專業:0.014306 军区:0.013601 抗爭:0.011284 爭取:0.011082 公民:0.010075 收穫:0.009520 來說:0.009369 法庭:0.009269
0.0257337,武器:0.012243 14:0.009909 中国:0.009442 犯法:0.008664 警察:0.008249 报章:0.007989 北京:0.007782 守法:0.007574 13:0.007522 炮制:0.007522
0.0252548,民主:0.019875 發展:0.011682 提早:0.010149 組織:0.009462 結束:0.009145 見到:0.008828 資助:0.007718 認為:0.007665 教育:0.007612 是否:0.007453
