0.119233,政改:0.027023 政府:0.026978 人大:0.023657 學聯:0.019713 報告:0.014424 決定:0.011628 常委:0.010239 對話:0.009607 提交:0.009278 公民:0.009002
0.114868,對話:0.051403 學聯:0.046524 政府:0.035877 政改:0.023132 直播:0.013743 學生:0.012181 代表:0.010240 港府:0.009787 問題:0.009750 司長:0.009732
0.0825773,旺角:0.045437 20:0.025643 10:0.024178 高等法院:0.023586 示威者:0.020926 禁止:0.020103 禁制令:0.018792 警方:0.017442 临时:0.016915 禁令:0.016633
0.080621,对话:0.042260 学联:0.024777 学生:0.017233 运动:0.015008 问题:0.014350 港府:0.012494 香港政府:0.011862 行动:0.011414 代表:0.011085 普选:0.010150
0.0575236,街道:0.023668 旺角:0.019185 AM:0.015090 留守:0.012249 示威者:0.011954 市民:0.010736 警方:0.009832 11:0.009242 PM:0.008947 警察:0.008393
0.0560007,梁振英:0.042292 勢力:0.032572 外部:0.022075 势力:0.021904 特首:0.019725 表示:0.017603 介入:0.016940 21:0.015746 外國:0.015519 披露:0.013302
0.0515103,梁振英:0.040538 北京:0.034235 接受:0.026922 习近平:0.025851 重申:0.021731 示威者:0.017653 舆论:0.014028 特首:0.013657 挑战:0.013533 说话:0.012998
0.0418117,运动:0.032500 雨伞:0.025396 媒体:0.013827 学生:0.013447 抗争:0.013015 支持:0.011721 金钟:0.011214 反占中:0.010833 美国:0.010554 报道:0.010224
0.0406477,10:0.029202 20:0.025027 毕业:0.021425 日讯:0.016284 2014:0.016075 19:0.016075 完整版:0.015606 唐人:0.014666 雨伞:0.014379 中国:0.014118
0.0362105,抗命:0.021704 禁制令:0.018453 公民:0.014235 法庭:0.008201 藐視:0.006532 程序:0.006327 政治:0.006239 屬於:0.005741 政府:0.005624 市民:0.005565
0.0358664,21:0.015288 2014:0.014283 Oct:0.013100 0800:0.012656 Tue:0.012035 大陸:0.007422 無視:0.006772 繼續:0.006535 14:0.006180 臨時:0.006121
0.0357666,示威:0.028052 本港:0.016428 老闆:0.014945 報道:0.013907 紐約時報:0.012365 一直:0.011416 含淚:0.011416 勢力:0.011031 官員:0.010705 外國:0.010260
0.0356519,中共:0.017581 民主:0.012762 四中全會:0.009311 讨论:0.008151 北京:0.007259 大陆:0.007080 普选:0.006902 民众:0.006872 中国:0.006247 梁振英:0.006099
0.0340503,旺角:0.031675 示威者:0.015012 现场:0.014825 对峙:0.014732 紧张:0.014607 气氛:0.014047 警察:0.013891 媒体:0.013829 中国:0.013517 海外:0.013362
0.0326399,支持:0.021833 大陆:0.020273 警察:0.011274 民主:0.010429 穷人:0.009097 美國:0.008935 视频:0.008350 China:0.007798 事件:0.007115 TFB:0.007083
0.0318497,中共:0.013284 运动:0.008956 旺角:0.008890 政改:0.008690 基本法:0.007458 港人:0.007225 选择:0.006792 艺人:0.006193 文章:0.005993 反對派:0.005960
0.0313803,中信:0.010948 禁制令:0.009732 鐵馬:0.008786 大廈:0.008583 私人:0.008009 物主:0.007840 政府:0.007772 示威者:0.007738 表示:0.007400 文章:0.007231
0.0305158,中國:0.016192 人士:0.014976 梁振英:0.012335 22:0.009625 動用:0.009590 蘋果日報:0.008861 抗議:0.008756 支持:0.008478 警察:0.008166 進入:0.008096
0.028311,势力:0.016515 中国:0.010935 占领:0.010823 外国:0.010673 支持:0.009737 共产党:0.006404 一个:0.006029 李安:0.005805 何韻詩:0.005580 689:0.005468
0.0229646,西藏:0.031150 藏人:0.014998 人权:0.012506 问题:0.011122 多名:0.009922 抗议:0.009830 自焚:0.008953 130:0.008907 要求:0.008722 关联:0.008445
